"Exp"	"Year"	"Field"	"Plot"	"NTrt"	"NAdd"	"NitrAdd"	"NAtm+NAdd"	"Species"	"Biomass"
1	1982	A	1	9	0	0	1	Cyperus sp.	0.033
1	1982	A	1	9	0	0	1	Achillea millefolium(lanulosa)	0.16
1	1982	A	1	9	0	0	1	Digitaria ischaemum	0.187
1	1982	A	1	9	0	0	1	Potentilla recta	0.657
1	1982	A	1	9	0	0	1	Panicum perlongum	1.833
1	1982	A	1	9	0	0	1	Erigeron strigosus	1.867
1	1982	A	1	9	0	0	1	Ambrosia coronopifolia	2.533
1	1982	A	1	9	0	0	1	Aristida basiramea	2.533
1	1982	A	1	9	0	0	1	Agrostis scabra	5.1
1	1982	A	1	9	0	0	1	Berteroa incana	7.4
1	1982	A	1	9	0	0	1	Erigeron canadensis	9.767
1	1982	A	1	9	0	0	1	Fragaria virginiana	14.4
1	1982	A	1	9	0	0	1	Agropyron repens	14.867
1	1982	A	1	9	0	0	1	Miscellaneous litter	46.333
1	1982	A	2	2	1.02	3	2.02	Panicum oligosanthes	0.243
1	1982	A	2	2	1.02	3	2.02	Aristida basiramea	0.58
1	1982	A	2	2	1.02	3	2.02	Polygonum convolvulus	0.623
1	1982	A	2	2	1.02	3	2.02	Agrostis scabra	0.857
1	1982	A	2	2	1.02	3	2.02	Berteroa incana	2.433
1	1982	A	2	2	1.02	3	2.02	Fragaria virginiana	5.867
1	1982	A	2	2	1.02	3	2.02	Ambrosia coronopifolia	7.533
1	1982	A	2	2	1.02	3	2.02	Erigeron strigosus	46.767
1	1982	A	2	2	1.02	3	2.02	Agropyron repens	47.033
1	1982	A	2	2	1.02	3	2.02	Miscellaneous litter	51.3
1	1982	A	3	4	3.4	10	4.4	Asclepias ovalifolia	0.053
1	1982	A	3	4	3.4	10	4.4	Achillea millefolium(lanulosa)	0.497
1	1982	A	3	4	3.4	10	4.4	Setaria lutescens (glauca)	1.207
1	1982	A	3	4	3.4	10	4.4	Agrostis scabra	5.167
1	1982	A	3	4	3.4	10	4.4	Erigeron canadensis	7.467
1	1982	A	3	4	3.4	10	4.4	Ambrosia artemisiifolia elatior	12.067
1	1982	A	3	4	3.4	10	4.4	Fragaria virginiana	17.467
1	1982	A	3	4	3.4	10	4.4	Berteroa incana	21.067
1	1982	A	3	4	3.4	10	4.4	Agropyron repens	40
1	1982	A	3	4	3.4	10	4.4	Miscellaneous litter	73.133
1	1982	A	4	2	1.02	3	2.02	Hedeoma hispida	0.057
1	1982	A	4	2	1.02	3	2.02	Achillea millefolium(lanulosa)	0.42
1	1982	A	4	2	1.02	3	2.02	Setaria lutescens (glauca)	0.587
1	1982	A	4	2	1.02	3	2.02	Agrostis scabra	4.4
1	1982	A	4	2	1.02	3	2.02	Erigeron canadensis	8
1	1982	A	4	2	1.02	3	2.02	Ambrosia artemisiifolia elatior	9.133
1	1982	A	4	2	1.02	3	2.02	Poa pratensis	12.833
1	1982	A	4	2	1.02	3	2.02	Oenothera biennis	13.267
1	1982	A	4	2	1.02	3	2.02	Berteroa incana	23.633
1	1982	A	4	2	1.02	3	2.02	Agropyron repens	40.967
1	1982	A	4	2	1.02	3	2.02	Miscellaneous litter	66.367
1	1982	A	5	9	0	0	1	Achillea millefolium(lanulosa)	0.087
1	1982	A	5	9	0	0	1	Sisyrinchium campestre	0.453
1	1982	A	5	9	0	0	1	Agrostis scabra	0.573
1	1982	A	5	9	0	0	1	Setaria lutescens (glauca)	0.58
1	1982	A	5	9	0	0	1	Berteroa incana	2.52
1	1982	A	5	9	0	0	1	Ambrosia artemisiifolia elatior	2.613
1	1982	A	5	9	0	0	1	Erigeron canadensis	43.567
1	1982	A	5	9	0	0	1	Miscellaneous litter	51.667
1	1982	A	5	9	0	0	1	Agropyron repens	58.8
1	1982	A	5	9	0	0	1	Lychnis alba	327.33
1	1982	A	6	8	27.2	80	28.2	Hieracium longipilum	1.24
1	1982	A	6	8	27.2	80	28.2	Setaria lutescens (glauca)	1.407
1	1982	A	6	8	27.2	80	28.2	Achillea millefolium(lanulosa)	1.833
1	1982	A	6	8	27.2	80	28.2	Lychnis alba	10.967
1	1982	A	6	8	27.2	80	28.2	Erigeron canadensis	12.6
1	1982	A	6	8	27.2	80	28.2	Ambrosia artemisiifolia elatior	24.3
1	1982	A	6	8	27.2	80	28.2	Agropyron repens	47
1	1982	A	6	8	27.2	80	28.2	Berteroa incana	87.867
1	1982	A	6	8	27.2	80	28.2	Miscellaneous litter	199.23
1	1982	A	7	7	17	50	18	Cyperus sp.	0.127
1	1982	A	7	7	17	50	18	Helianthemum bicknellii	0.16
1	1982	A	7	7	17	50	18	Tradescantia occidentalis	0.22
1	1982	A	7	7	17	50	18	Hedeoma hispida	0.617
1	1982	A	7	7	17	50	18	Ambrosia coronopifolia	1.11
1	1982	A	7	7	17	50	18	Erigeron strigosus	1.577
1	1982	A	7	7	17	50	18	Anemone cylindrica	1.603
1	1982	A	7	7	17	50	18	Potentilla recta	2.133
1	1982	A	7	7	17	50	18	Agrostis scabra	2.367
1	1982	A	7	7	17	50	18	Berteroa incana	56.1
1	1982	A	7	7	17	50	18	Agropyron repens	83.233
1	1982	A	7	7	17	50	18	Poa pratensis	172.6
1	1982	A	7	7	17	50	18	Miscellaneous litter	324
1	1982	A	8	4	3.4	10	4.4	Chenopodium album	0.02
1	1982	A	8	4	3.4	10	4.4	Lychnis alba	0.083
1	1982	A	8	4	3.4	10	4.4	Potentilla recta	0.083
1	1982	A	8	4	3.4	10	4.4	Ambrosia artemisiifolia elatior	0.093
1	1982	A	8	4	3.4	10	4.4	Euphorbia (supina) maculata	0.173
1	1982	A	8	4	3.4	10	4.4	Aristida basiramea	0.203
1	1982	A	8	4	3.4	10	4.4	Verbascum thapsus	0.413
1	1982	A	8	4	3.4	10	4.4	Polygonum convolvulus	1.167
1	1982	A	8	4	3.4	10	4.4	Achillea millefolium(lanulosa)	7.367
1	1982	A	8	4	3.4	10	4.4	Berteroa incana	11.1
1	1982	A	8	4	3.4	10	4.4	Agrostis scabra	11.4
1	1982	A	8	4	3.4	10	4.4	Erigeron canadensis	12.933
1	1982	A	8	4	3.4	10	4.4	Ambrosia coronopifolia	24.133
1	1982	A	8	4	3.4	10	4.4	Agropyron repens	60.167
1	1982	A	8	4	3.4	10	4.4	Miscellaneous litter	184
1	1982	A	9	6	9.52	28	10.52	Poa pratensis	0.123
1	1982	A	9	6	9.52	28	10.52	Aristida basiramea	0.15
1	1982	A	9	6	9.52	28	10.52	Tragopogon dubius (major)	0.183
1	1982	A	9	6	9.52	28	10.52	Hedeoma hispida	0.553
1	1982	A	9	6	9.52	28	10.52	Polygonum convolvulus	4.2
1	1982	A	9	6	9.52	28	10.52	Potentilla recta	6.1
1	1982	A	9	6	9.52	28	10.52	Agrostis scabra	12.333
1	1982	A	9	6	9.52	28	10.52	Ambrosia artemisiifolia elatior	16.733
1	1982	A	9	6	9.52	28	10.52	Erigeron canadensis	31.3
1	1982	A	9	6	9.52	28	10.52	Berteroa incana	49.333
1	1982	A	9	6	9.52	28	10.52	Agropyron repens	78.2
1	1982	A	9	6	9.52	28	10.52	Miscellaneous litter	183.97
1	1982	A	10	3	2.04	6	3.04	Polygonum convolvulus	0.007
1	1982	A	10	3	2.04	6	3.04	Hedeoma hispida	0.077
1	1982	A	10	3	2.04	6	3.04	Tradescantia occidentalis	0.467
1	1982	A	10	3	2.04	6	3.04	Aristida basiramea	1.283
1	1982	A	10	3	2.04	6	3.04	Potentilla recta	2.6
1	1982	A	10	3	2.04	6	3.04	Berteroa incana	3.033
1	1982	A	10	3	2.04	6	3.04	Crepis tectorum	5
1	1982	A	10	3	2.04	6	3.04	Agrostis scabra	7.367
1	1982	A	10	3	2.04	6	3.04	Ambrosia coronopifolia	13.933
1	1982	A	10	3	2.04	6	3.04	Lychnis alba	14.767
1	1982	A	10	3	2.04	6	3.04	Achillea millefolium(lanulosa)	15.867
1	1982	A	10	3	2.04	6	3.04	Erigeron strigosus	31.333
1	1982	A	10	3	2.04	6	3.04	Agropyron repens	32.033
1	1982	A	10	3	2.04	6	3.04	Miscellaneous litter	193.1
1	1982	A	11	8	27.2	80	28.2	Polygonum tenue	0.137
1	1982	A	11	8	27.2	80	28.2	Aristida basiramea	0.493
1	1982	A	11	8	27.2	80	28.2	Hedeoma hispida	1.533
1	1982	A	11	8	27.2	80	28.2	Agrostis scabra	2.867
1	1982	A	11	8	27.2	80	28.2	Achillea millefolium(lanulosa)	3.367
1	1982	A	11	8	27.2	80	28.2	Erigeron canadensis	5.9
1	1982	A	11	8	27.2	80	28.2	Polygonum convolvulus	8.067
1	1982	A	11	8	27.2	80	28.2	Poa pratensis	11.233
1	1982	A	11	8	27.2	80	28.2	Ambrosia artemisiifolia elatior	21.033
1	1982	A	11	8	27.2	80	28.2	Agropyron repens	52.333
1	1982	A	11	8	27.2	80	28.2	Berteroa incana	57.8
1	1982	A	11	8	27.2	80	28.2	Miscellaneous litter	347.33
1	1982	A	12	1	0	0	1	Hieracium longipilum	0.003
1	1982	A	12	1	0	0	1	Aristida basiramea	0.017
1	1982	A	12	1	0	0	1	Chrysopsis villosa	0.067
1	1982	A	12	1	0	0	1	Achillea millefolium(lanulosa)	0.097
1	1982	A	12	1	0	0	1	Tradescantia occidentalis	0.1
1	1982	A	12	1	0	0	1	Anemone cylindrica	0.18
1	1982	A	12	1	0	0	1	Crepis tectorum	0.227
1	1982	A	12	1	0	0	1	Rudbeckia serotina	0.417
1	1982	A	12	1	0	0	1	Sisyrinchium campestre	0.567
1	1982	A	12	1	0	0	1	Agrostis scabra	0.577
1	1982	A	12	1	0	0	1	Schizachyrium scoparium	0.61
1	1982	A	12	1	0	0	1	Setaria lutescens (glauca)	0.66
1	1982	A	12	1	0	0	1	Rumex acetosella	1.187
1	1982	A	12	1	0	0	1	Berteroa incana	7.2
1	1982	A	12	1	0	0	1	Carex sp.	8.2
1	1982	A	12	1	0	0	1	Fragaria virginiana	14.067
1	1982	A	12	1	0	0	1	Erigeron canadensis	16.633
1	1982	A	12	1	0	0	1	Ambrosia artemisiifolia elatior	20.233
1	1982	A	12	1	0	0	1	Agropyron repens	34.433
1	1982	A	12	1	0	0	1	Miscellaneous litter	234.67
1	1982	A	13	5	5.44	16	6.44	Carex sp.	0.043
1	1982	A	13	5	5.44	16	6.44	Polygonum convolvulus	0.06
1	1982	A	13	5	5.44	16	6.44	Lepidium densiflorum	0.18
1	1982	A	13	5	5.44	16	6.44	Sporobolus cryptandrus	0.333
1	1982	A	13	5	5.44	16	6.44	Setaria lutescens (glauca)	0.553
1	1982	A	13	5	5.44	16	6.44	Hedeoma hispida	0.573
1	1982	A	13	5	5.44	16	6.44	Erigeron canadensis	0.747
1	1982	A	13	5	5.44	16	6.44	Achillea millefolium(lanulosa)	0.803
1	1982	A	13	5	5.44	16	6.44	Ambrosia artemisiifolia elatior	2.433
1	1982	A	13	5	5.44	16	6.44	Oenothera biennis	6.633
1	1982	A	13	5	5.44	16	6.44	Agrostis scabra	12.933
1	1982	A	13	5	5.44	16	6.44	Berteroa incana	22.333
1	1982	A	13	5	5.44	16	6.44	Fragaria virginiana	44.833
1	1982	A	13	5	5.44	16	6.44	Agropyron repens	63.067
1	1982	A	13	5	5.44	16	6.44	Miscellaneous litter	296.67
1	1982	A	14	6	9.52	28	10.52	Polygonum convolvulus	0.123
1	1982	A	14	6	9.52	28	10.52	Aristida basiramea	0.217
1	1982	A	14	6	9.52	28	10.52	Cyperus sp.	0.32
1	1982	A	14	6	9.52	28	10.52	Hedeoma hispida	0.417
1	1982	A	14	6	9.52	28	10.52	Euphorbia (supina) maculata	0.533
1	1982	A	14	6	9.52	28	10.52	Verbascum thapsus	0.917
1	1982	A	14	6	9.52	28	10.52	Fragaria virginiana	9.433
1	1982	A	14	6	9.52	28	10.52	Ambrosia artemisiifolia elatior	9.5
1	1982	A	14	6	9.52	28	10.52	Erigeron canadensis	10.8
1	1982	A	14	6	9.52	28	10.52	Berteroa incana	12.4
1	1982	A	14	6	9.52	28	10.52	Agrostis scabra	13.167
1	1982	A	14	6	9.52	28	10.52	Oenothera biennis	45.1
1	1982	A	14	6	9.52	28	10.52	Agropyron repens	74.333
1	1982	A	14	6	9.52	28	10.52	Miscellaneous litter	113.9
1	1982	A	15	3	2.04	6	3.04	Polygonum convolvulus	0.16
1	1982	A	15	3	2.04	6	3.04	Setaria lutescens (glauca)	0.173
1	1982	A	15	3	2.04	6	3.04	Lychnis alba	0.263
1	1982	A	15	3	2.04	6	3.04	Aristida basiramea	0.393
1	1982	A	15	3	2.04	6	3.04	Oenothera biennis	0.997
1	1982	A	15	3	2.04	6	3.04	Anemone cylindrica	1.5
1	1982	A	15	3	2.04	6	3.04	Achillea millefolium(lanulosa)	4.067
1	1982	A	15	3	2.04	6	3.04	Ambrosia artemisiifolia elatior	4.133
1	1982	A	15	3	2.04	6	3.04	Agrostis scabra	9.3
1	1982	A	15	3	2.04	6	3.04	Berteroa incana	9.833
1	1982	A	15	3	2.04	6	3.04	Lespedeza capitata	18.633
1	1982	A	15	3	2.04	6	3.04	Erigeron canadensis	25.767
1	1982	A	15	3	2.04	6	3.04	Agropyron repens	48.833
1	1982	A	15	3	2.04	6	3.04	Miscellaneous litter	241.67
1	1982	A	16	2	1.02	3	2.02	Cyperus sp.	0.043
1	1982	A	16	2	1.02	3	2.02	Polygonum convolvulus	0.063
1	1982	A	16	2	1.02	3	2.02	Setaria lutescens (glauca)	0.103
1	1982	A	16	2	1.02	3	2.02	Verbascum thapsus	0.133
1	1982	A	16	2	1.02	3	2.02	Hedeoma hispida	1.37
1	1982	A	16	2	1.02	3	2.02	Agrostis scabra	1.453
1	1982	A	16	2	1.02	3	2.02	Achillea millefolium(lanulosa)	4.533
1	1982	A	16	2	1.02	3	2.02	Ambrosia coronopifolia	6.9
1	1982	A	16	2	1.02	3	2.02	Berteroa incana	12.1
1	1982	A	16	2	1.02	3	2.02	Erigeron canadensis	19.767
1	1982	A	16	2	1.02	3	2.02	Agropyron repens	37.3
1	1982	A	16	2	1.02	3	2.02	Miscellaneous litter	80.5
1	1982	A	17	8	27.2	80	28.2	Cyperus sp.	0.133
1	1982	A	17	8	27.2	80	28.2	Poa pratensis	0.237
1	1982	A	17	8	27.2	80	28.2	Setaria lutescens (glauca)	0.34
1	1982	A	17	8	27.2	80	28.2	Digitaria ischaemum	0.36
1	1982	A	17	8	27.2	80	28.2	Lepidium densiflorum	0.393
1	1982	A	17	8	27.2	80	28.2	Agrostis scabra	0.51
1	1982	A	17	8	27.2	80	28.2	Sorghastrum nutans	0.717
1	1982	A	17	8	27.2	80	28.2	Potentilla recta	2.6
1	1982	A	17	8	27.2	80	28.2	Arabis hirsuta	3.567
1	1982	A	17	8	27.2	80	28.2	Polygonum convolvulus	3.767
1	1982	A	17	8	27.2	80	28.2	Erigeron canadensis	12.033
1	1982	A	17	8	27.2	80	28.2	Agropyron repens	69.367
1	1982	A	17	8	27.2	80	28.2	Berteroa incana	154.6
1	1982	A	17	8	27.2	80	28.2	Miscellaneous litter	326.67
1	1982	A	18	8	27.2	80	28.2	Tragopogon dubius (major)	0.04
1	1982	A	18	8	27.2	80	28.2	Hedeoma hispida	0.933
1	1982	A	18	8	27.2	80	28.2	Achillea millefolium(lanulosa)	1.7
1	1982	A	18	8	27.2	80	28.2	Schizachyrium scoparium	2.333
1	1982	A	18	8	27.2	80	28.2	Polygonum convolvulus	3
1	1982	A	18	8	27.2	80	28.2	Rumex acetosella	3.563
1	1982	A	18	8	27.2	80	28.2	Fragaria virginiana	17.333
1	1982	A	18	8	27.2	80	28.2	Ambrosia artemisiifolia elatior	23.567
1	1982	A	18	8	27.2	80	28.2	Erigeron canadensis	31.733
1	1982	A	18	8	27.2	80	28.2	Berteroa incana	48.767
1	1982	A	18	8	27.2	80	28.2	Agropyron repens	63.5
1	1982	A	18	8	27.2	80	28.2	Miscellaneous litter	205.4
1	1982	A	19	5	5.44	16	6.44	Polygonum convolvulus	0.05
1	1982	A	19	5	5.44	16	6.44	Hedeoma hispida	0.077
1	1982	A	19	5	5.44	16	6.44	Achillea millefolium(lanulosa)	0.943
1	1982	A	19	5	5.44	16	6.44	Ambrosia artemisiifolia elatior	6.2
1	1982	A	19	5	5.44	16	6.44	Erigeron canadensis	7.567
1	1982	A	19	5	5.44	16	6.44	Agrostis scabra	8.633
1	1982	A	19	5	5.44	16	6.44	Berteroa incana	8.933
1	1982	A	19	5	5.44	16	6.44	Fragaria virginiana	20.067
1	1982	A	19	5	5.44	16	6.44	Agropyron repens	41.167
1	1982	A	19	5	5.44	16	6.44	Miscellaneous litter	220.67
1	1982	A	20	9	0	0	1	Hedeoma hispida	0.21
1	1982	A	20	9	0	0	1	Lespedeza capitata	0.233
1	1982	A	20	9	0	0	1	Potentilla recta	1.327
1	1982	A	20	9	0	0	1	Agrostis scabra	4.3
1	1982	A	20	9	0	0	1	Achillea millefolium(lanulosa)	5.167
1	1982	A	20	9	0	0	1	Ambrosia coronopifolia	5.933
1	1982	A	20	9	0	0	1	Erigeron canadensis	10.9
1	1982	A	20	9	0	0	1	Berteroa incana	11.133
1	1982	A	20	9	0	0	1	Agropyron repens	45.067
1	1982	A	20	9	0	0	1	Miscellaneous litter	247.3
1	1982	A	21	6	9.52	28	10.52	Polygonum convolvulus	0.027
1	1982	A	21	6	9.52	28	10.52	Achillea millefolium(lanulosa)	0.143
1	1982	A	21	6	9.52	28	10.52	Aristida basiramea	0.243
1	1982	A	21	6	9.52	28	10.52	Potentilla recta	0.337
1	1982	A	21	6	9.52	28	10.52	Hedeoma hispida	0.877
1	1982	A	21	6	9.52	28	10.52	Lychnis alba	1.653
1	1982	A	21	6	9.52	28	10.52	Erigeron canadensis	6.4
1	1982	A	21	6	9.52	28	10.52	Anemone cylindrica	6.567
1	1982	A	21	6	9.52	28	10.52	Crepis tectorum	6.733
1	1982	A	21	6	9.52	28	10.52	Ambrosia artemisiifolia elatior	12.267
1	1982	A	21	6	9.52	28	10.52	Agrostis scabra	26.667
1	1982	A	21	6	9.52	28	10.52	Berteroa incana	45.667
1	1982	A	21	6	9.52	28	10.52	Agropyron repens	65.033
1	1982	A	21	6	9.52	28	10.52	Miscellaneous litter	164.67
1	1982	A	22	1	0	0	1	Anemone cylindrica	0.043
1	1982	A	22	1	0	0	1	Polygonum convolvulus	0.083
1	1982	A	22	1	0	0	1	Cyperus sp.	0.103
1	1982	A	22	1	0	0	1	Hedeoma hispida	0.107
1	1982	A	22	1	0	0	1	Oenothera biennis	0.12
1	1982	A	22	1	0	0	1	Setaria lutescens (glauca)	0.207
1	1982	A	22	1	0	0	1	Aristida basiramea	0.307
1	1982	A	22	1	0	0	1	Tradescantia occidentalis	0.387
1	1982	A	22	1	0	0	1	Agrostis scabra	1.8
1	1982	A	22	1	0	0	1	Ambrosia artemisiifolia elatior	4.633
1	1982	A	22	1	0	0	1	Achillea millefolium(lanulosa)	5.233
1	1982	A	22	1	0	0	1	Tragopogon dubius (major)	8.267
1	1982	A	22	1	0	0	1	Berteroa incana	22.333
1	1982	A	22	1	0	0	1	Agropyron repens	33.8
1	1982	A	22	1	0	0	1	Erigeron canadensis	36.067
1	1982	A	22	1	0	0	1	Miscellaneous litter	158.77
1	1982	A	23	4	3.4	10	4.4	Hedeoma hispida	0.057
1	1982	A	23	4	3.4	10	4.4	Fragaria virginiana	0.077
1	1982	A	23	4	3.4	10	4.4	Carex sp.	0.087
1	1982	A	23	4	3.4	10	4.4	Polygonum convolvulus	0.103
1	1982	A	23	4	3.4	10	4.4	Setaria lutescens (glauca)	0.433
1	1982	A	23	4	3.4	10	4.4	Crepis tectorum	0.82
1	1982	A	23	4	3.4	10	4.4	Agrostis scabra	0.837
1	1982	A	23	4	3.4	10	4.4	Rumex acetosella	3.333
1	1982	A	23	4	3.4	10	4.4	Lychnis alba	3.633
1	1982	A	23	4	3.4	10	4.4	Achillea millefolium(lanulosa)	4.6
1	1982	A	23	4	3.4	10	4.4	Ambrosia coronopifolia	5.2
1	1982	A	23	4	3.4	10	4.4	Agropyron repens	25.333
1	1982	A	23	4	3.4	10	4.4	Berteroa incana	56.4
1	1982	A	23	4	3.4	10	4.4	Erigeron strigosus	59
1	1982	A	23	4	3.4	10	4.4	Miscellaneous litter	91.967
1	1982	A	24	4	3.4	10	4.4	Panicum perlongum	0.057
1	1982	A	24	4	3.4	10	4.4	Cyperus sp.	0.103
1	1982	A	24	4	3.4	10	4.4	Hedeoma hispida	0.277
1	1982	A	24	4	3.4	10	4.4	Achillea millefolium(lanulosa)	0.31
1	1982	A	24	4	3.4	10	4.4	Monarda fistulosa	0.313
1	1982	A	24	4	3.4	10	4.4	Rumex acetosella	1.267
1	1982	A	24	4	3.4	10	4.4	Berteroa incana	1.757
1	1982	A	24	4	3.4	10	4.4	Agrostis scabra	2.367
1	1982	A	24	4	3.4	10	4.4	Agropyron repens	16.967
1	1982	A	24	4	3.4	10	4.4	Erigeron canadensis	17
1	1982	A	24	4	3.4	10	4.4	Ambrosia artemisiifolia elatior	18.267
1	1982	A	24	4	3.4	10	4.4	Gnaphalium obtusifolium	30.833
1	1982	A	24	4	3.4	10	4.4	Fragaria virginiana	37.367
1	1982	A	24	4	3.4	10	4.4	Miscellaneous litter	222.17
1	1982	A	25	7	17	50	18	Setaria lutescens (glauca)	0.473
1	1982	A	25	7	17	50	18	Anemone cylindrica	0.73
1	1982	A	25	7	17	50	18	Achillea millefolium(lanulosa)	0.817
1	1982	A	25	7	17	50	18	Hedeoma hispida	0.9
1	1982	A	25	7	17	50	18	Chenopodium album	1.15
1	1982	A	25	7	17	50	18	Polygonum convolvulus	1.7
1	1982	A	25	7	17	50	18	Agrostis scabra	3.467
1	1982	A	25	7	17	50	18	Poa pratensis	11.433
1	1982	A	25	7	17	50	18	Erigeron strigosus	12.367
1	1982	A	25	7	17	50	18	Ambrosia artemisiifolia elatior	34.333
1	1982	A	25	7	17	50	18	Berteroa incana	42.167
1	1982	A	25	7	17	50	18	Agropyron repens	121.5
1	1982	A	25	7	17	50	18	Miscellaneous litter	127.93
1	1982	A	26	2	1.02	3	2.02	Achillea millefolium(lanulosa)	0.477
1	1982	A	26	2	1.02	3	2.02	Hedeoma hispida	1.39
1	1982	A	26	2	1.02	3	2.02	Ambrosia artemisiifolia elatior	2.633
1	1982	A	26	2	1.02	3	2.02	Crepis tectorum	2.933
1	1982	A	26	2	1.02	3	2.02	Agrostis scabra	10.3
1	1982	A	26	2	1.02	3	2.02	Berteroa incana	18.733
1	1982	A	26	2	1.02	3	2.02	Agropyron repens	36.7
1	1982	A	26	2	1.02	3	2.02	Miscellaneous litter	38.733
1	1982	A	26	2	1.02	3	2.02	Erigeron canadensis	39.633
1	1982	A	27	3	2.04	6	3.04	Acer negundo	0.06
1	1982	A	27	3	2.04	6	3.04	Euphorbia glyptosperma	0.123
1	1982	A	27	3	2.04	6	3.04	Anemone cylindrica	0.18
1	1982	A	27	3	2.04	6	3.04	Potentilla recta	0.307
1	1982	A	27	3	2.04	6	3.04	Erigeron strigosus	0.317
1	1982	A	27	3	2.04	6	3.04	Setaria lutescens (glauca)	0.41
1	1982	A	27	3	2.04	6	3.04	Agrostis scabra	2.1
1	1982	A	27	3	2.04	6	3.04	Achillea millefolium(lanulosa)	6.233
1	1982	A	27	3	2.04	6	3.04	Erigeron canadensis	9.333
1	1982	A	27	3	2.04	6	3.04	Ambrosia artemisiifolia elatior	17.467
1	1982	A	27	3	2.04	6	3.04	Berteroa incana	31.967
1	1982	A	27	3	2.04	6	3.04	Agropyron repens	50.033
1	1982	A	27	3	2.04	6	3.04	Miscellaneous litter	59
1	1982	A	28	5	5.44	16	6.44	Potentilla recta	0.073
1	1982	A	28	5	5.44	16	6.44	Digitaria ischaemum	0.11
1	1982	A	28	5	5.44	16	6.44	Agrostis scabra	0.273
1	1982	A	28	5	5.44	16	6.44	Hedeoma hispida	0.597
1	1982	A	28	5	5.44	16	6.44	Crepis tectorum	0.693
1	1982	A	28	5	5.44	16	6.44	Tragopogon dubius (major)	0.903
1	1982	A	28	5	5.44	16	6.44	Setaria lutescens (glauca)	1.23
1	1982	A	28	5	5.44	16	6.44	Anemone cylindrica	1.767
1	1982	A	28	5	5.44	16	6.44	Ambrosia artemisiifolia elatior	3.2
1	1982	A	28	5	5.44	16	6.44	Achillea millefolium(lanulosa)	7.1
1	1982	A	28	5	5.44	16	6.44	Erigeron canadensis	31.933
1	1982	A	28	5	5.44	16	6.44	Agropyron repens	43.067
1	1982	A	28	5	5.44	16	6.44	Berteroa incana	43.233
1	1982	A	28	5	5.44	16	6.44	Miscellaneous litter	99.267
1	1982	A	29	3	2.04	6	3.04	Cyperus sp.	0.173
1	1982	A	29	3	2.04	6	3.04	Cenchrus longispinus	0.34
1	1982	A	29	3	2.04	6	3.04	Erigeron canadensis	0.417
1	1982	A	29	3	2.04	6	3.04	Poa pratensis	0.77
1	1982	A	29	3	2.04	6	3.04	Chenopodium album	1.02
1	1982	A	29	3	2.04	6	3.04	Digitaria ischaemum	1.207
1	1982	A	29	3	2.04	6	3.04	Polygonum convolvulus	1.243
1	1982	A	29	3	2.04	6	3.04	Aristida basiramea	1.353
1	1982	A	29	3	2.04	6	3.04	Oenothera biennis	2.767
1	1982	A	29	3	2.04	6	3.04	Berteroa incana	4.067
1	1982	A	29	3	2.04	6	3.04	Setaria lutescens (glauca)	4.3
1	1982	A	29	3	2.04	6	3.04	Rumex acetosella	4.967
1	1982	A	29	3	2.04	6	3.04	Achillea millefolium(lanulosa)	5.733
1	1982	A	29	3	2.04	6	3.04	Agrostis scabra	9.633
1	1982	A	29	3	2.04	6	3.04	Potentilla recta	25.633
1	1982	A	29	3	2.04	6	3.04	Ambrosia artemisiifolia elatior	27.767
1	1982	A	29	3	2.04	6	3.04	Agropyron repens	44.767
1	1982	A	29	3	2.04	6	3.04	Miscellaneous litter	175.43
1	1982	A	30	3	2.04	6	3.04	Cyperus sp.	0.07
1	1982	A	30	3	2.04	6	3.04	Achillea millefolium(lanulosa)	0.2
1	1982	A	30	3	2.04	6	3.04	Hedeoma hispida	0.333
1	1982	A	30	3	2.04	6	3.04	Agrostis scabra	0.63
1	1982	A	30	3	2.04	6	3.04	Setaria lutescens (glauca)	1.7
1	1982	A	30	3	2.04	6	3.04	Tradescantia occidentalis	3.45
1	1982	A	30	3	2.04	6	3.04	Eragrostis spectabilis	3.667
1	1982	A	30	3	2.04	6	3.04	Digitaria ischaemum	3.733
1	1982	A	30	3	2.04	6	3.04	Erigeron canadensis	6.433
1	1982	A	30	3	2.04	6	3.04	Berteroa incana	6.867
1	1982	A	30	3	2.04	6	3.04	Rumex acetosella	6.867
1	1982	A	30	3	2.04	6	3.04	Ambrosia artemisiifolia elatior	10.7
1	1982	A	30	3	2.04	6	3.04	Potentilla recta	13.833
1	1982	A	30	3	2.04	6	3.04	Fragaria virginiana	19.733
1	1982	A	30	3	2.04	6	3.04	Agropyron repens	48.6
1	1982	A	30	3	2.04	6	3.04	Miscellaneous litter	108.7
1	1982	A	31	5	5.44	16	6.44	Aristida basiramea	0.19
1	1982	A	31	5	5.44	16	6.44	Polygonum convolvulus	0.267
1	1982	A	31	5	5.44	16	6.44	Achillea millefolium(lanulosa)	1.163
1	1982	A	31	5	5.44	16	6.44	Setaria viridis	1.503
1	1982	A	31	5	5.44	16	6.44	Hedeoma hispida	3.833
1	1982	A	31	5	5.44	16	6.44	Crepis tectorum	6
1	1982	A	31	5	5.44	16	6.44	Agrostis scabra	11.033
1	1982	A	31	5	5.44	16	6.44	Ambrosia artemisiifolia elatior	17.267
1	1982	A	31	5	5.44	16	6.44	Erigeron canadensis	20.833
1	1982	A	31	5	5.44	16	6.44	Berteroa incana	48.5
