"","year","location","season","night","web","trap","recap","species","sex","age","reprod","mass"
"1",1989,"5pgrass",1,1,2,"21","n","pgfv","m","j","na","5"
"2",1989,"5pgrass",1,1,2,"42","n","remg","m","a","st","9"
"3",1989,"5pgrass",1,1,2,"60","n","dior","m","a","st","50"
"4",1989,"5pgrass",1,1,2,"68","n","remg","f","a","na","10"
"5",1989,"5pgrass",1,1,2,"75","n","pgfv","f","a","na","6"
"6",1989,"5pgrass",1,1,2,"83","n","pgfv","m","a","st","7.5"
"7",1989,"5pgrass",1,1,2,"93","n","onar","m","a","na","22"
"8",1989,"5pgrass",1,1,2,"102","n","spsp","f","a","l","109"
"9",1989,"5pgrass",1,1,2,"105","n","disp","f","a","na","98"
"10",1989,"5pgrass",1,1,2,"106","n","pgfv","f","a","na","6.5"
"11",1989,"5pgrass",1,1,2,"107","n","dior","m","a","na","46"
"12",1989,"5pgrass",1,1,2,"138","n","pgfv","m","j","na","5"
"13",1989,"5pgrass",1,1,2,"140","n","pgfv","m","a","st","7"
"14",1989,"5pgrass",1,1,3,"5","n","dior","f","a","na","36"
"15",1989,"5pgrass",1,1,3,"6","n","neal","m","j","na","7.5"
"16",1989,"5pgrass",1,1,3,"7","n","dior","f","a","na","51.5"
"17",1989,"5pgrass",1,1,3,"10","n","pgfv","f","a","na","8"
"18",1989,"5pgrass",1,1,3,"10","n","pgfv","m","a","na","7.5"
"19",1989,"5pgrass",1,1,3,"28","n","dior","m","j","na","27"
"20",1989,"5pgrass",1,1,3,"30","n","dior","m","a","st","45"
"21",1989,"5pgrass",1,1,3,"33","n","dior","f","a","na","42"
"22",1989,"5pgrass",1,1,3,"47","n","pgfv","f","a","na","7"
"23",1989,"5pgrass",1,1,3,"54","n","dior","m","j","na","24"
"24",1989,"5pgrass",1,1,3,"64","n","dior","m","j","na","22"
"25",1989,"5pgrass",1,1,3,"66","n","dior","m","a","na","47.5"
"26",1989,"5pgrass",1,1,3,"71","n","pgfv","f","a","na","6.5"
"27",1989,"5pgrass",1,1,3,"78","n","pgfv","f","a","na","7.5"
"28",1989,"5pgrass",1,1,3,"82","n","dior","m","j","na","27"
"29",1989,"5pgrass",1,1,3,"108","n","pgfv","f","j","na","5"
"30",1989,"5pgrass",1,1,3,"120","n","disp","m","a","na","102"
"31",1989,"5pgrass",1,1,3,"122","n","dior","f","a","na","44.5"
"32",1989,"5pgrass",1,1,3,"143","n","dior","f","a","na","36"
"33",1989,"5pgrass",1,1,3,"144","n","pgfv","m","a","st","8"
"34",1989,"5pgrass",1,1,5,"2","n","pgfv","m","a","na","6"
"35",1989,"5pgrass",1,1,5,"38","n","remn","m","a","st","8"
"36",1989,"5pgrass",1,1,5,"48","n","spsp","m","a","st","103"
"37",1989,"5pgrass",1,1,5,"54","n","pgfv","m","a","na","7"
"38",1989,"5pgrass",1,1,5,"68","n","dior","f","a","l","50"
"39",1989,"5pgrass",1,1,5,"77","n","dior","m","a","st","52"
"40",1989,"5pgrass",1,1,5,"79","n","pgfv","m","a","na","6"
"41",1989,"5pgrass",1,1,5,"90","n","spsp","m","a","na","112"
"42",1989,"5pgrass",1,1,5,"121","n","remg","m","a","st","10.5"
"43",1989,"5pgrass",1,2,2,"12","n","pgfv","f","a","na","7"
"44",1989,"5pgrass",1,2,2,"19","n","dior","f","a","na","46"
"45",1989,"5pgrass",1,2,2,"55","n","pgfv","m","a","na","8"
"46",1989,"5pgrass",1,2,2,"58","n","dior","f","a","na","49"
"47",1989,"5pgrass",1,2,2,"84","n","dior","f","a","na","34"
"48",1989,"5pgrass",1,2,2,"129","n","dior","m","a","na","40"
"49",1989,"5pgrass",1,2,2,"132","n","dior","m","a","na","55"
"50",1989,"5pgrass",1,2,3,"12","n","dior","m","a","na","47"
"51",1989,"5pgrass",1,2,3,"18","n","pgfv","m","a","na","8"
"52",1989,"5pgrass",1,2,3,"24","n","spsp","f","a","l","100"
"53",1989,"5pgrass",1,2,3,"30","n","pgfv","m","a","st","7"
"54",1989,"5pgrass",1,2,3,"34","n","dior","m","a","na","43.5"
"55",1989,"5pgrass",1,2,3,"58","n","dior","f","a","l","51"
"56",1989,"5pgrass",1,2,3,"59","n","onar","m","a","na","21"
"57",1989,"5pgrass",1,2,3,"65","n","pgfv","f","a","na","6.5"
"58",1989,"5pgrass",1,2,3,"67","n","remg","m","a","st","7"
"59",1989,"5pgrass",1,2,3,"72","n","dior","m","a","na","41.5"
"60",1989,"5pgrass",1,2,3,"76","n","pgfv","f","a","na","6"
"61",1989,"5pgrass",1,2,3,"83","n","dior","m","a","na","46"
"62",1989,"5pgrass",1,2,3,"91","n","pgfv","m","a","na","8"
"63",1989,"5pgrass",1,2,3,"93","n","dior","m","a","na","52"
"64",1989,"5pgrass",1,2,3,"108","n","pgfv","m","a","st","8"
"65",1989,"5pgrass",1,2,3,"114","n","pgfv","m","a","na","8"
"66",1989,"5pgrass",1,2,3,"119","n","disp","f","a","na","120"
"67",1989,"5pgrass",1,2,3,"120","n","dior","m","a","na","44"
"68",1989,"5pgrass",1,2,3,"142","n","pgfv","m","a","na","8.5"
"69",1989,"5pgrass",1,2,5,"10","n","pgfv","m","a","na","8"
"70",1989,"5pgrass",1,2,5,"15","n","pgfv","m","a","na","7"
"71",1989,"5pgrass",1,2,5,"23","n","dior","m","a","st","49"
"72",1989,"5pgrass",1,2,5,"32","n","pgfv","f","a","na","7"
"73",1989,"5pgrass",1,2,5,"35","n","disp","m","a","na","82"
"74",1989,"5pgrass",1,2,5,"80","n","onar","f","a","na","20"
"75",1989,"5pgrass",1,2,5,"90","n","dime","f","j","na","20"
"76",1989,"5pgrass",1,2,5,"93","n","dime","f","j","na","20"
"77",1989,"5pgrass",1,2,5,"104","n","dior","f","a","na","47"
"78",1989,"5pgrass",1,2,5,"117","n","remg","m","a","na","10"
"79",1989,"5pgrass",1,2,5,"140","n","pgfv","m","a","na","8"
"80",1989,"5pgrass",1,2,5,"141","n","pgfv","m","a","na","8"
"81",1989,"5pgrass",1,3,2,"1","n","dior","m","a","na","48"
"82",1989,"5pgrass",1,3,2,"19","n","pgfv","f","j","na","5"
"83",1989,"5pgrass",1,3,3,"2","n","dior","f","a","l","39.5"
"84",1989,"5pgrass",1,3,3,"8","n","spsp","m","a","st","100"
"85",1989,"5pgrass",1,3,3,"11","n","disp","f","a","na","125"
"86",1989,"5pgrass",1,3,3,"34","n","pgfv","f","a","na","6"
"87",1989,"5pgrass",1,3,3,"35","n","spsp","f","a","na","50"
"88",1989,"5pgrass",1,3,3,"48","n","pgfv","f","a","na","7"
"89",1989,"5pgrass",1,3,3,"55","n","pgfv","m","a","na","7"
"90",1989,"5pgrass",1,3,3,"80","n","remg","f","j","na","6.5"
"91",1989,"5pgrass",1,3,3,"90","n","dior","m","a","na","49"
"92",1989,"5pgrass",1,3,3,"92","n","pgfv","f","a","na","7"
"93",1989,"5pgrass",1,3,3,"105","n","pgfv","f","a","na","7"
"94",1989,"5pgrass",1,3,3,"108","n","pgfv","m","a","na","8"
"95",1989,"5pgrass",1,3,3,"110","n","pgfv","f","a","na","6"
"96",1989,"5pgrass",1,3,3,"144","n","disp","m","j","na","80"
"97",1989,"5pgrass",1,3,3,"144","n","pgfv","m","a","st","7"
"98",1989,"5pgrass",1,3,5,"5","n","spsp","m","a","st","100"
"99",1989,"5pgrass",1,3,5,"12","n","nemi","m","a","na","75"
"100",1989,"5pgrass",1,3,5,"23","n","dior","f","a","l","48"
"101",1989,"5pgrass",1,3,5,"35","n","disp","f","a","na","130"
"102",1989,"5pgrass",1,3,5,"45","n","pgfv","m","a","na","8"
"103",1989,"5pgrass",1,3,5,"54","n","remg","m","j","na","4"
"104",1989,"5pgrass",1,3,5,"70","n","pgfv","f","a","na","7"
"105",1989,"5pgrass",1,3,5,"84","n","onar","f","j","na","11"
"106",1989,"5pgrass",1,3,5,"106","n","pgfv","f","a","na","11"
"107",1989,"5pgrass",1,3,5,"260","n","disp","m","a","st","140"
"108",1989,"5pgrass",2,1,2,"9","n","spsp","m","a","na","105"
"109",1989,"5pgrass",2,1,2,"10","n","dior","m","a","na","51"
"110",1989,"5pgrass",2,1,2,"29","n","pgfv","m","a","st","5"
"111",1989,"5pgrass",2,1,2,"30","n","pgfv","m","a","st","3"
"112",1989,"5pgrass",2,1,2,"42","n","remn","m","a","na","7"
"113",1989,"5pgrass",2,1,2,"48","n","pgfv","m","j","na","5"
"114",1989,"5pgrass",2,1,2,"58","n","dior","m","a","st","50"
"115",1989,"5pgrass",2,1,2,"65","n","pgfv","f","a","na","6.5"
"116",1989,"5pgrass",2,1,2,"68","n","remn","f","a","na","9"
"117",1989,"5pgrass",2,1,2,"70","n","spsp","f","j","na","74"
"118",1989,"5pgrass",2,1,2,"78","n","onar","m","a","st","22"
"119",1989,"5pgrass",2,1,2,"83","n","pgfv","m","a","st","7"
"120",1989,"5pgrass",2,1,2,"84","n","dior","f","a","na","37"
"121",1989,"5pgrass",2,1,2,"95","n","disp","f","a","na","120"
"122",1989,"5pgrass",2,1,2,"106","n","dior","m","a","na","43"
"123",1989,"5pgrass",2,1,2,"116","n","pgfv","f","a","na","7"
"124",1989,"5pgrass",2,1,2,"127","n","pgfv","m","a","st","8"
"125",1989,"5pgrass",2,1,2,"132","n","dior","m","a","st","53"
"126",1989,"5pgrass",2,1,2,"144","n","pgfv","f","a","na","6"
"127",1989,"5pgrass",2,1,3,"5","n","dior","f","a","na","50"
"128",1989,"5pgrass",2,1,3,"32","n","spsp","f","a","na","90"
"129",1989,"5pgrass",2,1,3,"34","n","pgfv","m","a","st","9"
"130",1989,"5pgrass",2,1,3,"50","n","disp","f","a","na","110"
"131",1989,"5pgrass",2,1,3,"55","n","dior","m","a","na","31"
"132",1989,"5pgrass",2,1,3,"60","n","disp","f","a","na","100"
"133",1989,"5pgrass",2,1,3,"62","n","dior","m","a","na","38"
"134",1989,"5pgrass",2,1,3,"65","n","dior","f","a","na","49"
"135",1989,"5pgrass",2,1,3,"83","n","dior","m","a","na","45"
"136",1989,"5pgrass",2,1,3,"92","n","dior","f","a","na","51"
"137",1989,"5pgrass",2,1,3,"105","n","pgfv","f","a","na","6"
"138",1989,"5pgrass",2,1,3,"106","n","pgfv","f","a","na","6"
"139",1989,"5pgrass",2,1,3,"119","n","disp","m","a","na","100"
"140",1989,"5pgrass",2,1,3,"132","n","dior","m","a","st","49"
"141",1989,"5pgrass",2,1,3,"143","n","dior","f","a","na","49"
"142",1989,"5pgrass",2,1,3,"145","n","pgfv","f","a","na","6"
"143",1989,"5pgrass",2,1,5,"35","n","dior","m","a","st","56"
"144",1989,"5pgrass",2,1,5,"48","n","pgfv","m","a","st","7"
"145",1989,"5pgrass",2,1,5,"58","n","pgfv","m","a","na","5.5"
"146",1989,"5pgrass",2,1,5,"69","n","pgfv","f","a","na","7"
"147",1989,"5pgrass",2,1,5,"71","n","dior","f","a","na","51"
"148",1989,"5pgrass",2,1,5,"72","n","pgfv","m","a","na","7"
"149",1989,"5pgrass",2,1,5,"82","n","pgfv","f","a","na","6.5"
"150",1989,"5pgrass",2,1,5,"90","n","pgfv","m","a","st","7"
"151",1989,"5pgrass",2,1,5,"92","n","dior","f","a","na","47"
"152",1989,"5pgrass",2,1,5,"95","n","pgfv","m","a","na","6.5"
"153",1989,"5pgrass",2,1,5,"119","n","pgfv","m","a","na","8"
"154",1989,"5pgrass",2,1,5,"120","n","pgfv","m","a","na","7"
"155",1989,"5pgrass",2,1,5,"140","n","pgfv","f","j","na","4"
"156",1989,"5pgrass",2,1,5,"141","n","pgfv","m","a","st","5"
"157",1989,"5pgrass",2,1,5,"143","n","pgfv","f","j","na","4"
"158",1989,"5pgrass",2,2,2,"9","n","dior","f","a","na","47"
"159",1989,"5pgrass",2,2,2,"10","n","remn","m","a","st","6"
"160",1989,"5pgrass",2,2,2,"12","n","pmtr","f","a","na","na"
"161",1989,"5pgrass",2,2,2,"24","n","dior","m","a","st","42"
"162",1989,"5pgrass",2,2,2,"24","n","pgfv","f","a","l","7"
"163",1989,"5pgrass",2,2,2,"32","n","dime","f","a","na","55"
"164",1989,"5pgrass",2,2,2,"58","n","spsp","f","j","na","66"
"165",1989,"5pgrass",2,2,2,"70","n","remn","f","j","na","4"
"166",1989,"5pgrass",2,2,2,"83","n","pgfv","f","a","na","7"
"167",1989,"5pgrass",2,2,2,"89","n","remn","m","a","na","8"
"168",1989,"5pgrass",2,2,2,"104","n","disp","f","a","na","110"
"169",1989,"5pgrass",2,2,2,"108","n","spsp","f","a","na","100"
"170",1989,"5pgrass",2,2,2,"117","n","pgfv","m","a","st","8.5"
"171",1989,"5pgrass",2,2,2,"144","n","pgfv","f","j","na","5"
"172",1989,"5pgrass",2,2,3,"12","n","dior","m","a","na","47"
"173",1989,"5pgrass",2,2,3,"33","n","pgfv","m","a","na","5.5"
"174",1989,"5pgrass",2,2,3,"39","n","dior","f","a","na","35"
"175",1989,"5pgrass",2,2,3,"48","n","spsp","m","a","na","99"
"176",1989,"5pgrass",2,2,3,"66","n","onar","m","a","st","16"
"177",1989,"5pgrass",2,2,3,"71","n","dior","f","a","na","46"
"178",1989,"5pgrass",2,2,3,"131","n","pgfv","m","a","st","8"
"179",1989,"5pgrass",2,2,3,"143","n","dior","f","a","na","48"
"180",1989,"5pgrass",2,2,3,"260","n","remg","m","j","na","6"
"181",1989,"5pgrass",2,2,3,"na","n","pgfv","m","a","na","8"
"182",1989,"5pgrass",2,2,5,"2","n","pgfv","m","a","na","6"
"183",1989,"5pgrass",2,2,5,"23","n","spsp","m","a","st","110"
"184",1989,"5pgrass",2,2,5,"45","n","pgfv","m","a","na","9"
"185",1989,"5pgrass",2,2,5,"46","n","pgfv","m","a","na","6"
"186",1989,"5pgrass",2,2,5,"91","n","dior","m","a","st","48"
"187",1989,"5pgrass",2,2,5,"94","n","disp","m","a","st","140"
"188",1989,"5pgrass",2,2,5,"134","n","pgfv","m","a","st","8"
"189",1989,"5pgrass",2,3,3,"17","n","pgfv","f","a","na","6"
"190",1989,"5pgrass",2,3,3,"82","n","onar","m","a","na","16"
"191",1989,"5pgrass",2,3,3,"118","n","dior","m","a","st","50"
"192",1989,"5pgrass",2,3,3,"120","n","disp","f","a","na","100"
"193",1989,"5pgrass",2,3,5,"93","n","disp","f","a","na","110"
"194",1989,"5pgrass",2,3,5,"95","n","pgfv","f","a","na","8"
"195",1989,"5pgrass",2,3,5,"107","n","pgfv","m","a","st","8"
"196",1989,"5pgrass",2,3,5,"108","n","pgfv","m","a","na","7.5"
"197",1989,"5pgrass",2,3,5,"131","n","remn","m","a","na","9"
"198",1989,"5pgrass",2,3,5,"132","n","remn","m","j","na","8"
"199",1989,"5pgrass",2,3,5,"260","n","dior","m","a","st","54"
"200",1989,"5plarrea",1,1,1,"4","n","dime","m","a","st","45"
"201",1989,"5plarrea",1,1,1,"17","n","dime","m","a","st","46"
"202",1989,"5plarrea",1,1,1,"22","n","onar","m","a","st","18"
"203",1989,"5plarrea",1,1,1,"33","n","dime","f","a","l","45"
"204",1989,"5plarrea",1,1,1,"41","n","onar","m","a","st","22"
"205",1989,"5plarrea",1,1,1,"42","n","dime","f","a","na","39"
"206",1989,"5plarrea",1,1,1,"52","n","chin","m","a","na","8"
"207",1989,"5plarrea",1,1,1,"54","n","dime","f","a","na","49"
"208",1989,"5plarrea",1,1,1,"60","n","dime","f","a","na","43"
"209",1989,"5plarrea",1,1,1,"67","n","dime","m","a","na","38"
"210",1989,"5plarrea",1,1,1,"78","n","dime","f","j","na","29"
"211",1989,"5plarrea",1,1,1,"95","n","dime","f","a","na","46"
"212",1989,"5plarrea",1,1,1,"102","n","chin","m","a","na","9"
"213",1989,"5plarrea",1,1,1,"105","n","dime","f","a","na","41"
"214",1989,"5plarrea",1,1,1,"127","n","dime","f","a","na","43"
"215",1989,"5plarrea",1,1,1,"140","n","dime","m","a","na","35"
"216",1989,"5plarrea",1,1,1,"143","n","dime","f","a","na","38"
"217",1989,"5plarrea",1,1,1,"144","n","dime","m","a","na","36"
"218",1989,"5plarrea",1,1,1,"145","n","disp","f","a","na","109"
"219",1989,"5plarrea",1,1,1,"260","n","dime","m","a","st","50"
"220",1989,"5plarrea",1,1,3,"26","n","dime","m","a","st","42"
"221",1989,"5plarrea",1,1,3,"27","n","dime","m","a","na","33"
"222",1989,"5plarrea",1,1,3,"33","n","dime","m","a","na","43"
"223",1989,"5plarrea",1,1,3,"56","n","dime","f","a","na","37"
"224",1989,"5plarrea",1,1,3,"69","n","neal","m","a","st","104"
"225",1989,"5plarrea",1,1,3,"71","n","pgfv","f","a","na","14"
"226",1989,"5plarrea",1,1,3,"81","n","dime","m","a","st","45"
"227",1989,"5plarrea",1,1,3,"83","n","dime","f","a","na","38"
"228",1989,"5plarrea",1,1,3,"93","n","dime","f","a","l","39"
"229",1989,"5plarrea",1,1,3,"108","n","dior","f","a","na","40"
"230",1989,"5plarrea",1,1,3,"120","n","dime","f","j","na","28.5"
"231",1989,"5plarrea",1,1,3,"130","n","onar","f","a","na","28"
"232",1989,"5plarrea",1,1,3,"132","n","dime","f","a","na","39"
"233",1989,"5plarrea",1,1,5,"1","n","dime","f","a","na","37"
"234",1989,"5plarrea",1,1,5,"7","n","dime","f","j","l","28"
"235",1989,"5plarrea",1,1,5,"10","n","dime","m","a","na","40"
"236",1989,"5plarrea",1,1,5,"54","n","onar","f","a","na","20"
"237",1989,"5plarrea",1,1,5,"67","n","dime","m","a","st","40"
"238",1989,"5plarrea",1,1,5,"92","n","dime","f","a","l","37"
"239",1989,"5plarrea",1,1,5,"93","n","disp","f","a","na","98"
"240",1989,"5plarrea",1,1,5,"108","n","dime","f","a","na","32"
"241",1989,"5plarrea",1,1,5,"129","n","dime","m","a","st","45"
"242",1989,"5plarrea",1,1,5,"138","n","dime","f","a","na","32"
"243",1989,"5plarrea",1,1,5,"144","n","dime","f","a","na","41"
"244",1989,"5plarrea",1,2,1,"24","n","dime","f","a","na","36"
"245",1989,"5plarrea",1,2,1,"32","n","dime","m","a","na","38"
"246",1989,"5plarrea",1,2,1,"52","n","pgfv","m","a","st","7.5"
"247",1989,"5plarrea",1,2,1,"60","n","disp","m","a","st","148"
"248",1989,"5plarrea",1,2,1,"108","n","dime","m","a","na","40"
"249",1989,"5plarrea",1,2,1,"127","n","dime","m","a","st","42"
"250",1989,"5plarrea",1,2,1,"130","n","dime","f","a","na","33.5"
"251",1989,"5plarrea",1,2,1,"132","n","pgfv","f","a","l","7"
"252",1989,"5plarrea",1,2,1,"138","n","pgfv","f","a","na","7"
"253",1989,"5plarrea",1,2,1,"143","n","dime","m","a","na","37"
"254",1989,"5plarrea",1,2,1,"144","n","dime","na","j","na","27"
"255",1989,"5plarrea",1,2,1,"260","n","dime","f","a","l","41"
"256",1989,"5plarrea",1,2,3,"12","n","dime","f","a","na","37"
"257",1989,"5plarrea",1,2,3,"22","n","pgfv","m","a","na","7"
"258",1989,"5plarrea",1,2,3,"45","n","dime","m","a","st","48"
"259",1989,"5plarrea",1,2,3,"56","n","onar","f","a","na","29"
"260",1989,"5plarrea",1,2,3,"69","n","nemi","f","j","na","70"
"261",1989,"5plarrea",1,2,3,"70","n","nemi","f","j","na","64"
"262",1989,"5plarrea",1,2,3,"72","n","dime","f","a","l","41"
"263",1989,"5plarrea",1,2,3,"77","n","pgfv","m","a","st","6"
"264",1989,"5plarrea",1,2,3,"84","n","remg","f","a","na","9"
"265",1989,"5plarrea",1,2,3,"92","n","dime","f","a","na","40"
"266",1989,"5plarrea",1,2,3,"93","n","dime","m","a","st","45"
"267",1989,"5plarrea",1,2,3,"108","n","dime","m","a","st","45"
"268",1989,"5plarrea",1,2,3,"114","n","onar","f","a","na","35"
"269",1989,"5plarrea",1,2,3,"128","n","dime","f","a","na","38"
"270",1989,"5plarrea",1,2,3,"142","n","dime","m","a","st","44"
"271",1989,"5plarrea",1,2,5,"11","n","dime","f","a","l","43"
"272",1989,"5plarrea",1,2,5,"22","n","dime","m","a","st","44"
"273",1989,"5plarrea",1,2,5,"59","n","dime","m","a","st","45"
"274",1989,"5plarrea",1,2,5,"79","n","dime","m","j","na","19"
"275",1989,"5plarrea",1,2,5,"83","n","dime","f","j","na","20"
"276",1989,"5plarrea",1,2,5,"94","n","dime","f","a","na","47"
"277",1989,"5plarrea",1,2,5,"105","n","dime","m","a","st","47"
"278",1989,"5plarrea",1,2,5,"107","n","onar","f","a","p","20"
"279",1989,"5plarrea",1,2,5,"120","n","dime","f","a","na","39"
"280",1989,"5plarrea",1,2,5,"129","n","dime","f","a","na","44"
"281",1989,"5plarrea",1,2,5,"131","n","dime","f","a","p","42"
"282",1989,"5plarrea",1,2,5,"136","n","onar","m","a","st","20"
"283",1989,"5plarrea",1,2,5,"260","n","dime","m","a","st","42"
"284",1989,"5plarrea",1,3,1,"17","n","dime","m","a","na","45"
"285",1989,"5plarrea",1,3,1,"43","n","dime","m","a","st","54"
"286",1989,"5plarrea",1,3,1,"48","n","pgfv","m","a","st","8"
"287",1989,"5plarrea",1,3,1,"59","n","dime","m","a","st","45"
"288",1989,"5plarrea",1,3,1,"84","n","dime","f","a","na","41"
"289",1989,"5plarrea",1,3,1,"144","n","pgfv","m","a","na","7"
"290",1989,"5plarrea",1,3,3,"21","n","disp","f","j","na","86"
"291",1989,"5plarrea",1,3,3,"34","n","disp","f","a","na","89"
"292",1989,"5plarrea",1,3,3,"46","n","dime","f","a","l","42"
"293",1989,"5plarrea",1,3,3,"48","n","dime","f","a","na","40"
"294",1989,"5plarrea",1,3,3,"142","n","disp","f","a","na","92"
"295",1989,"5plarrea",1,3,5,"24","n","dime","m","a","st","na"
"296",1989,"5plarrea",1,3,5,"46","n","dime","f","a","na","38"
"297",1989,"5plarrea",1,3,5,"55","n","disp","f","a","na","110"
"298",1989,"5plarrea",1,3,5,"72","n","dime","m","a","st","43"
"299",1989,"5plarrea",2,1,1,"8","n","pgfv","m","j","st","5"
"300",1989,"5plarrea",2,1,1,"9","n","dime","m","a","st","49"
"301",1989,"5plarrea",2,1,1,"10","n","dime","m","a","st","45"
"302",1989,"5plarrea",2,1,1,"11","n","dime","m","a","na","40"
"303",1989,"5plarrea",2,1,1,"12","n","dime","f","a","na","38"
"304",1989,"5plarrea",2,1,1,"17","n","disp","f","a","na","130"
"305",1989,"5plarrea",2,1,1,"22","n","pgfv","m","a","na","7"
"306",1989,"5plarrea",2,1,1,"24","n","dime","m","a","st","52"
"307",1989,"5plarrea",2,1,1,"31","n","dime","m","a","st","42"
"308",1989,"5plarrea",2,1,1,"33","n","dime","m","a","na","36"
"309",1989,"5plarrea",2,1,1,"34","n","pmle","m","a","na","22"
"310",1989,"5plarrea",2,1,1,"44","n","dime","m","a","st","45"
"311",1989,"5plarrea",2,1,1,"46","n","disp","m","a","st","100"
"312",1989,"5plarrea",2,1,1,"47","n","dime","f","a","l","43"
"313",1989,"5plarrea",2,1,1,"48","n","dime","m","a","st","41"
"314",1989,"5plarrea",2,1,1,"54","n","remg","m","a","na","17"
"315",1989,"5plarrea",2,1,1,"56","n","chin","m","a","na","16"
"316",1989,"5plarrea",2,1,1,"63","n","dime","m","a","st","46"
"317",1989,"5plarrea",2,1,1,"69","n","dime","m","a","st","41"
"318",1989,"5plarrea",2,1,1,"70","n","pgfv","f","j","na","5"
"319",1989,"5plarrea",2,1,1,"72","n","dime","f","a","na","32"
"320",1989,"5plarrea",2,1,1,"80","n","dime","m","a","st","44"
"321",1989,"5plarrea",2,1,1,"81","n","dime","f","a","na","46"
"322",1989,"5plarrea",2,1,1,"81","n","onar","f","a","p","26"
"323",1989,"5plarrea",2,1,1,"83","n","disp","f","j","na","75"
"324",1989,"5plarrea",2,1,1,"84","n","dime","f","a","na","41"
"325",1989,"5plarrea",2,1,1,"95","n","dime","m","a","st","42"
"326",1989,"5plarrea",2,1,1,"96","n","dime","f","a","na","40"
"327",1989,"5plarrea",2,1,1,"101","n","dime","f","a","na","38"
"328",1989,"5plarrea",2,1,1,"103","n","dime","f","a","na","44"
"329",1989,"5plarrea",2,1,1,"104","n","dime","m","j","na","29"
"330",1989,"5plarrea",2,1,1,"115","n","dime","f","a","na","44"
"331",1989,"5plarrea",2,1,1,"117","n","pgfv","m","a","st","8"
"332",1989,"5plarrea",2,1,1,"119","n","dime","m","a","st","44"
"333",1989,"5plarrea",2,1,1,"131","n","onar","m","j","na","10"
"334",1989,"5plarrea",2,1,1,"132","n","dime","m","a","na","41"
"335",1989,"5plarrea",2,1,1,"138","n","dime","m","a","st","37"
"336",1989,"5plarrea",2,1,1,"139","n","pgfv","f","a","na","6"
"337",1989,"5plarrea",2,1,1,"142","n","pgfv","m","a","st","7"
"338",1989,"5plarrea",2,1,1,"143","n","dime","m","a","st","42"
"339",1989,"5plarrea",2,1,1,"144","n","dime","f","a","na","40"
"340",1989,"5plarrea",2,1,1,"260","n","dime","f","a","na","39"
"341",1989,"5plarrea",2,1,3,"7","n","dime","m","a","st","47"
"342",1989,"5plarrea",2,1,3,"8","n","pgfv","f","a","na","7"
"343",1989,"5plarrea",2,1,3,"18","n","dime","m","a","st","43"
"344",1989,"5plarrea",2,1,3,"19","n","dime","na","j","na","28"
"345",1989,"5plarrea",2,1,3,"21","n","pgfv","f","a","na","7"
"346",1989,"5plarrea",2,1,3,"26","n","dime","m","a","na","42"
"347",1989,"5plarrea",2,1,3,"30","n","remg","m","a","na","8.5"
"348",1989,"5plarrea",2,1,3,"32","n","disp","f","a","na","100"
"349",1989,"5plarrea",2,1,3,"35","n","remg","m","a","st","7.5"
"350",1989,"5plarrea",2,1,3,"38","n","pgfv","f","a","na","7"
"351",1989,"5plarrea",2,1,3,"43","n","pgfv","m","a","st","8.5"
"352",1989,"5plarrea",2,1,3,"46","n","pgfv","m","a","st","7"
"353",1989,"5plarrea",2,1,3,"47","n","dime","f","a","na","41"
"354",1989,"5plarrea",2,1,3,"48","n","dime","m","a","na","41"
"355",1989,"5plarrea",2,1,3,"51","n","pgfv","m","a","st","6.5"
"356",1989,"5plarrea",2,1,3,"54","n","pgfv","m","a","na","6"
"357",1989,"5plarrea",2,1,3,"57","n","pgfv","m","a","st","7"
"358",1989,"5plarrea",2,1,3,"58","n","dime","f","a","na","46"
"359",1989,"5plarrea",2,1,3,"60","n","dime","f","a","na","38"
"360",1989,"5plarrea",2,1,3,"68","n","onar","m","j","na","17"
"361",1989,"5plarrea",2,1,3,"70","n","dime","f","a","na","39"
"362",1989,"5plarrea",2,1,3,"71","n","pgfv","f","a","na","7.5"
"363",1989,"5plarrea",2,1,3,"72","n","dime","f","a","na","40"
"364",1989,"5plarrea",2,1,3,"80","n","pgfv","m","j","st","5"
"365",1989,"5plarrea",2,1,3,"82","n","neal","m","a","na","130"
"366",1989,"5plarrea",2,1,3,"103","n","pgfv","m","a","st","8"
"367",1989,"5plarrea",2,1,3,"104","n","dime","m","a","st","44"
"368",1989,"5plarrea",2,1,3,"105","n","onar","f","a","p","28"
"369",1989,"5plarrea",2,1,3,"116","n","pgfv","f","a","na","5"
"370",1989,"5plarrea",2,1,3,"118","n","dime","m","a","na","35"
"371",1989,"5plarrea",2,1,3,"120","n","dime","m","a","st","42"
"372",1989,"5plarrea",2,1,3,"125","n","dime","f","a","na","39"
"373",1989,"5plarrea",2,1,3,"128","n","remg","f","a","l","7"
"374",1989,"5plarrea",2,1,3,"130","n","pgfv","m","a","st","7.5"
"375",1989,"5plarrea",2,1,3,"141","n","dime","f","a","na","42"
"376",1989,"5plarrea",2,1,3,"143","n","dime","f","a","na","43"
"377",1989,"5plarrea",2,1,5,"7","n","pgfv","m","a","st","6"
"378",1989,"5plarrea",2,1,5,"17","n","pgfv","m","a","st","7"
"379",1989,"5plarrea",2,1,5,"22","n","pgfv","f","a","na","7"
