"","Year","Route","""Gull"" sp.","""Tern"" sp.","""Trochilid"" sp.","""Woodpecker"" sp.","Accipiter cooperii","Accipiter gentilis","Accipiter sp.","Accipiter striatus","Actitis macularius","Aechmophorus clarkii","Aechmophorus occidentalis","Aechmophorus occidentalis / clarkii","Aegolius acadicus","Aeronautes saxatalis","Agelaius phoeniceus","Agelaius tricolor","Aimophila ruficeps","Aix sponsa","Alectoris chukar","Ammodramus savannarum","Amphispiza belli","Amphispiza bilineata","Anas acuta","Anas americana","Anas clypeata","Anas crecca","Anas cyanoptera","Anas discors","Anas platyrhynchos","Anas strepera","Anthus rubescens","Aphelocoma californica","Aphelocoma insularis","Aquila chrysaetos","Archilochus alexandri","Ardea alba","Ardea herodias","Asio flammeus","Asio otus","Athene cunicularia","Auriparus flaviceps","Aythya affinis","Aythya americana","Aythya collaris","Aythya valisineria","Baeolophus bicolor / atricristatus","Baeolophus inornatus","Baeolophus inornatus / ridgwayi","Baeolophus ridgwayi","Bombycilla cedrorum","Bonasa umbellus","Botaurus lentiginosus","Brachyramphus marmoratus","Branta canadensis","Brotogeris sp.","Bubo virginianus","Bubulcus ibis","Bucephala albeola","Bucephala clangula","Buteo jamaicensis","Buteo lineatus","Buteo regalis","Buteo sp.","Buteo swainsoni","Butorides virescens","Calamospiza melanocorys","Callipepla californica","Callipepla gambelii","Calypte anna","Calypte costae","Campylorhynchus brunneicapillus","Caprimulgus arizonae","Cardellina pusilla","Cardinalis cardinalis","Carpodacus cassinii","Carpodacus mexicanus","Carpodacus purpureus","Cathartes aura","Catharus guttatus","Catharus ustulatus","Catherpes mexicanus","Centrocercus urophasianus","Cepphus columba","Cerorhinca monocerata","Certhia americana","Chaetura vauxi","Chamaea fasciata","Charadrius nivosus","Charadrius vociferus","Chlidonias niger","Chondestes grammacus","Chordeiles acutipennis","Chordeiles minor","Chroicocephalus philadelphia","Cinclus mexicanus","Circus cyaneus","Cistothorus palustris","Coccothraustes vespertinus","Coccyzus americanus","Colaptes auratus","Colaptes auratus cafer","Colaptes chrysoides","Columba livia","Columbina inca","Columbina passerina","Contopus cooperi","Contopus sordidulus","Corvus brachyrhynchos","Corvus corax","Cyanocitta stelleri","Cypseloides niger","Dendragapus fuliginosus","Dendrocygna bicolor","Dolichonyx oryzivorus","Dryocopus pileatus","Egretta thula","Elanus leucurus","Empidonax difficilis","Empidonax hammondii","Empidonax hammondii / oberholseri","Empidonax minimus","Empidonax oberholseri","Empidonax occidentalis","Empidonax sp.","Empidonax traillii","Empidonax wrightii","Eremophila alpestris","Euphagus cyanocephalus","Falco mexicanus","Falco peregrinus","Falco sparverius","Fulica americana","Gallinago delicata","Gallinula galeata","Gelochelidon nilotica","Geococcyx californianus","Geothlypis tolmiei","Geothlypis trichas","Glaucidium gnoma","Grus canadensis","Gymnogyps californianus","Gymnorhinus cyanocephalus","Haematopus bachmani","Haliaeetus leucocephalus","Himantopus mexicanus","Hirundo rustica","Histrionicus histrionicus","Hydroprogne caspia","Icteria virens","Icterus bullockii","Icterus cucullatus","Icterus galbula","Icterus parisorum","Ixobrychus exilis","Ixoreus naevius","Junco hyemalis oreganus","Lanius ludovicianus","Larus argentatus","Larus californicus","Larus delawarensis","Larus glaucescens","Larus heermanni","Larus occidentalis","Laterallus jamaicensis","Leucophaeus atricilla","Leucophaeus pipixcan","Limnodromus scolopaceus","Loxia curvirostra","Megaceryle alcyon","Megascops kennicottii","Melanerpes formicivorus","Melanerpes lewis","Melanerpes uropygialis","Meleagris gallopavo","Melospiza lincolnii","Melospiza melodia","Melozone aberti","Melozone crissalis","Mergus merganser","Mimus polyglottos","Mniotilta varia","Molothrus aeneus","Molothrus ater","Myadestes townsendi","Mycteria americana","Myiarchus cinerascens","Myiarchus tyrannulus","Myioborus pictus","Nandayus nenday","Nucifraga columbiana","Numenius americanus","Nycticorax nycticorax","Oreortyx pictus","Oreoscoptes montanus","Oreothlypis celata","Oreothlypis luciae","Oreothlypis ruficapilla","Oreothlypis virginiae","Otus flammeolus","Oxyura jamaicensis","Pandion haliaetus","Parabuteo unicinctus","Passer domesticus","Passerculus sandwichensis","Passerella iliaca","Passerina amoena","Passerina caerulea","Passerina cyanea","Patagioenas fasciata","Pavo cristatus","Pelecanus erythrorhynchos","Pelecanus occidentalis","Perisoreus canadensis","Petrochelidon pyrrhonota","Phainopepla nitens","Phalacrocorax auritus","Phalacrocorax pelagicus","Phalacrocorax penicillatus","Phalacrocorax sp.","Phalaenoptilus nuttallii","Phalaropus tricolor","Phasianus colchicus","Pheucticus melanocephalus","Pica hudsonia","Pica nuttalli","Picoides albolarvatus","Picoides arcticus","Picoides nuttallii","Picoides pubescens","Picoides scalaris","Picoides villosus","Pinicola enucleator","Pipilo chlorurus","Pipilo maculatus","Pipilo maculatus / erythrophthalmus","Piranga ludoviciana","Piranga rubra","Plegadis chihi","Podiceps nigricollis","Podilymbus podiceps","Poecile atricapillus","Poecile gambeli","Poecile rufescens","Polioptila caerulea","Polioptila californica","Polioptila melanura","Polioptila sp.","Pooecetes gramineus","Porzana carolina","Progne subis","Psaltriparus minimus","Pyrocephalus rubinus","Quiscalus mexicanus","Rallus limicola","Rallus longirostris","Recurvirostra americana","Regulus calendula","Regulus satrapa","Riparia riparia","Rynchops niger","Salpinctes obsoletus","Sayornis nigricans","Sayornis saya","Selasphorus platycercus","Selasphorus rufus","Selasphorus rufus / sasin","Selasphorus sasin","Setophaga americana","Setophaga coronata","Setophaga coronata audoboni","Setophaga discolor","Setophaga dominica","Setophaga nigrescens","Setophaga occidentalis","Setophaga petechia","Sialia currucoides","Sialia mexicana","Sitta canadensis","Sitta carolinensis","Sitta pygmaea","Sphyrapicus nuchalis","Sphyrapicus ruber","Sphyrapicus sp.","Sphyrapicus thyroideus","Spinus lawrencei","Spinus pinus","Spinus psaltria","Spinus tristis","Spizella atrogularis","Spizella breweri","Spizella passerina","Stelgidopteryx serripennis","Stellula calliope","Sterna forsteri","Sternula antillarum","Streptopelia chinensis","Streptopelia decaocto","Streptopelia roseogrisea","Strix nebulosa","Strix occidentalis","Strix varia","Sturnella neglecta","Sturnus vulgaris","Sula nebouxii","Tachycineta bicolor","Tachycineta thalassina","Thalasseus elegans","Thalasseus maximus","Thryomanes bewickii","Toxostoma bendirei","Toxostoma crissale","Toxostoma lecontei","Toxostoma redivivum","Tringa semipalmata","Troglodytes aedon","Troglodytes pacificus","Turdus migratorius","Tyrannus tyrannus","Tyrannus verticalis","Tyrannus vociferans","Tyto alba","Uria aalge","Vireo bellii","Vireo cassinii","Vireo gilvus","Vireo huttoni","Vireo plumbeus","Vireo vicinior","Xanthocephalus xanthocephalus","Zenaida asiatica","Zenaida macroura","Zonotrichia leucophrys"
"760",1976,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,34,0,36,0,0,1,0,0,0,0,0,5,0,0,0,26,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,14,0,0,1,0,0,0,3,0,0,0,2,0,55,0,0,0,0,0,0,1,0,0,0,0,40,0
"761",1976,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,3,0,2,0,0,6,0,0,3,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,57,0,11,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,179,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,60,0
"762",1976,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,14,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,4,0,1,0,0,0,3,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"763",1976,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,2,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,178,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,12,0,0,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,22,45,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,24,0
"764",1976,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,21,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,296,0,1,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,5,0,0,0,0,0,0,15,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,323,0,0,0,0,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,1,0,0,0,0,0,0,0,66,132,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,38,0,0,0,0,0,0,0,0,0,0,0,34,0
"765",1976,22,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,17,0,1,0,0,0,0,0,0,15,0,5,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,31,0,0,0,0,2,0,0,20,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,2,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,16,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,40,0,0,1,0,0,0,0,0,3,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0
"766",1976,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,6,2,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,18,3,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,11,0
"767",1976,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,151,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,41,31,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,15,0,0,0,0,0,0,0,0,0,0,0,56,0
"768",1976,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,56,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,56,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,286,0,0,0,0,0,0,0,0,0,0,772,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,98,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,114,0
"769",1976,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,6,0,1,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,72,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,35,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,110,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,2,0,0,0,0,0,0,0,0,0,0,0,151,0
"770",1976,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,1,1,0,1,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,1,0,0,0,1,0,0,40,0,1,0,0,1,0,0,0,0,0,1,0,3,0,7,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,8,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,89,0,0,0,0,1,0,26,0,0,0,0,1,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,5,0,0,0,0,260,6,0,0,0,0,0,0,0,13,0,0,0,0,17,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,20,0,0,0,0,0,0,0,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,25,0,0,9,0,0,3,0,0,0,0,0,2,0,4,0,25,0,0,0,0,0,0,0,0,0,0,0,73,0
"771",1976,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,47,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,44,0
"772",1976,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,196,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,211,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,31,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,66,1,0,0,0,0,0,2,0,6,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,102,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,188,0
"773",1976,34,0,0,0,0,0,0,0,0,0,0,0,0,0,2,105,76,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,4,0,3,0,0,104,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,73,1,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,2,0,0,13,0,0,15,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,3,1,0,2,0,0,0,0,0,0,0,0,0,39,40,0,0,0,0,0,18,0,0,0,0,0,4,0,0,0,30,0,0,0,0,1,0,0,0,0,5,0,19,0
"774",1976,38,0,0,0,0,2,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,64,14,9,0,2,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,8,0,19,0,4,0,0,2,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,17,0,0,1,0,0,13,0,0,0,0,6,0,0,0,0,0,0,0,0,24,0,21,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,5,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,62,0,0,48,0,0,0,0,0,0,1,0,4,0,0,0,6,0,0,0,0,0,5,4,0,0,0,0,56,0
